production_order_id,production_date,product_id,machine_id,supplier_id,quantity_planned,quantity_produced,shift,status
PO0756,2026-01-02,PROD089,MCH007,SUP007,671,647,morning,completed
PO0757,2026-03-24,PROD012,MCH001,SUP016,402,312,night,completed
PO0758,2026-02-28,PROD074,MCH010,SUP001,265,235,evening,delayed
PO0759,2026-04-01,PROD052,MCH003,SUP012,890,787,night,delayed
PO0760,2026-01-01,PROD081,MCH002,SUP013,820,781,night,completed
PO0761,2026-02-07,PROD055,MCH005,SUP020,643,527,night,completed
PO0762,2026-01-11,PROD080,MCH006,SUP002,906,873,night,completed
PO0763,2026-02-19,PROD047,MCH008,SUP020,152,46,morning,completed
PO0764,2026-03-24,PROD072,MCH002,SUP018,475,377,night,completed
PO0765,2026-01-31,PROD070,MCH002,SUP016,241,163,night,completed
PO0766,2026-01-29,PROD042,MCH006,SUP009,871,846,night,delayed
PO0767,2026-01-09,PROD048,MCH006,SUP015,383,269,evening,completed
PO0768,2026-03-10,PROD087,MCH009,SUP010,581,551,evening,completed
PO0769,2026-03-30,PROD009,MCH004,SUP015,919,885,morning,completed
PO0770,2026-01-23,PROD037,MCH002,SUP004,500,494,morning,completed
PO0771,2026-01-19,PROD064,MCH003,SUP007,214,183,night,completed
PO0772,2026-03-29,PROD070,MCH003,SUP016,400,333,evening,delayed
PO0773,2026-03-24,PROD003,MCH005,SUP007,554,528,morning,completed
PO0774,2026-01-30,PROD067,MCH006,SUP014,992,974,night,completed
PO0775,2026-02-11,PROD063,MCH010,SUP017,771,733,night,delayed
PO0776,2026-03-14,PROD017,MCH005,SUP006,568,486,evening,completed
PO0777,2026-02-06,PROD099,MCH001,SUP005,595,522,evening,completed
PO0778,2026-03-21,PROD021,MCH009,SUP010,566,467,morning,completed
PO0779,2026-03-30,PROD086,MCH003,SUP006,959,929,morning,completed
PO0780,2026-03-15,PROD017,MCH008,SUP009,142,62,evening,completed
PO0781,2026-04-01,PROD005,MCH006,SUP012,310,261,morning,completed
PO0782,2026-01-21,PROD069,MCH005,SUP004,559,508,morning,delayed
PO0783,2026-01-19,PROD059,MCH006,SUP005,611,589,morning,completed
PO0784,2026-02-07,PROD061,MCH005,SUP019,762,732,night,completed
PO0785,2026-02-26,PROD044,MCH002,SUP016,918,870,morning,completed
PO0786,2026-01-15,PROD040,MCH001,SUP013,794,744,night,completed
PO0787,2026-01-12,PROD042,MCH001,SUP020,556,481,night,completed
PO0788,2026-01-29,PROD099,MCH005,SUP007,697,644,morning,completed
PO0789,2026-02-27,PROD087,MCH002,SUP017,651,639,evening,completed
PO0790,2026-03-19,PROD078,MCH009,SUP002,602,522,night,completed
PO0791,2026-02-24,PROD048,MCH007,SUP012,507,405,morning,completed
PO0792,2026-02-09,PROD058,MCH009,SUP003,453,377,morning,delayed
PO0793,2026-02-26,PROD037,MCH003,SUP014,859,792,night,delayed
PO0794,2026-03-17,PROD077,MCH002,SUP005,242,228,morning,completed
PO0795,2026-03-09,PROD043,MCH002,SUP019,586,577,evening,completed
PO0796,2026-03-23,PROD035,MCH007,SUP006,106,52,night,delayed
PO0797,2026-01-18,PROD026,MCH003,SUP013,827,779,evening,delayed
PO0798,2026-02-08,PROD075,MCH005,SUP016,143,128,night,delayed
PO0799,2026-01-01,PROD020,MCH005,SUP010,329,212,night,delayed
PO0800,2026-03-27,PROD037,MCH007,SUP006,227,190,evening,completed
PO0801,2026-02-05,PROD064,MCH002,SUP020,129,24,night,completed
PO0802,2026-03-14,PROD056,MCH005,SUP016,695,636,night,completed
PO0803,2026-03-15,PROD003,MCH005,SUP006,482,427,night,completed
PO0804,2026-03-01,PROD089,MCH003,SUP012,249,169,morning,completed
PO0805,2026-02-23,PROD082,MCH006,SUP002,379,305,evening,completed
PO0806,2026-01-10,PROD066,MCH004,SUP006,642,603,morning,completed
PO0807,2026-02-10,PROD088,MCH005,SUP009,656,577,night,completed
PO0808,2026-03-16,PROD046,MCH003,SUP001,198,146,morning,completed
PO0809,2026-03-04,PROD053,MCH006,SUP006,481,460,morning,completed
PO0810,2026-01-29,PROD025,MCH009,SUP020,258,202,night,completed
PO0811,2026-01-10,PROD015,MCH003,SUP001,527,465,evening,completed
PO0812,2026-02-16,PROD018,MCH008,SUP020,419,387,night,completed
PO0813,2026-02-08,PROD004,MCH002,SUP008,276,246,morning,completed
PO0814,2026-02-09,PROD017,MCH004,SUP005,804,713,morning,delayed
PO0815,2026-01-15,PROD010,MCH001,SUP016,807,784,evening,completed
PO0816,2026-01-05,PROD085,MCH009,SUP019,301,194,morning,delayed
PO0817,2026-02-02,PROD006,MCH002,SUP010,221,217,night,completed
PO0818,2026-01-16,PROD078,MCH004,SUP019,872,764,morning,completed
PO0819,2026-01-04,PROD012,MCH003,SUP009,786,710,night,completed
PO0820,2026-03-06,PROD100,MCH010,SUP008,460,360,night,completed
PO0821,2026-03-16,PROD098,MCH001,SUP017,201,185,morning,completed
PO0822,2026-03-10,PROD001,MCH002,SUP007,388,289,night,delayed
PO0823,2026-03-17,PROD024,MCH008,SUP004,475,444,morning,completed
PO0824,2026-01-28,PROD066,MCH004,SUP014,488,422,morning,completed
PO0825,2026-01-15,PROD067,MCH003,SUP016,226,165,evening,completed
PO0826,2026-01-06,PROD011,MCH006,SUP016,670,642,morning,delayed
PO0827,2026-03-18,PROD095,MCH005,SUP015,390,328,morning,delayed
PO0828,2026-02-24,PROD025,MCH002,SUP016,397,386,night,completed
PO0829,2026-03-28,PROD063,MCH002,SUP013,283,164,evening,completed
PO0830,2026-02-20,PROD052,MCH010,SUP004,222,120,night,completed
PO0831,2026-01-26,PROD044,MCH004,SUP020,166,92,evening,completed
PO0832,2026-02-24,PROD093,MCH008,SUP009,338,325,night,completed
PO0833,2026-03-24,PROD052,MCH006,SUP016,874,855,night,delayed
PO0834,2026-02-05,PROD019,MCH008,SUP004,596,541,morning,completed
PO0835,2026-01-30,PROD081,MCH003,SUP001,601,544,morning,completed
PO0836,2026-03-05,PROD087,MCH001,SUP006,950,838,evening,completed
PO0837,2026-03-21,PROD080,MCH002,SUP003,256,174,night,delayed
PO0838,2026-01-26,PROD038,MCH008,SUP016,911,850,night,completed
PO0839,2026-03-11,PROD070,MCH001,SUP002,655,578,evening,completed
PO0840,2026-02-10,PROD049,MCH008,SUP015,492,429,morning,completed
PO0841,2026-03-26,PROD100,MCH005,SUP006,281,232,evening,delayed
PO0842,2026-02-19,PROD063,MCH002,SUP019,237,156,night,delayed
PO0843,2026-03-29,PROD070,MCH010,SUP016,775,725,evening,completed
PO0844,2026-02-20,PROD034,MCH008,SUP019,618,505,evening,completed
PO0845,2026-02-11,PROD008,MCH001,SUP019,884,800,morning,completed
PO0846,2026-02-14,PROD095,MCH010,SUP001,957,883,night,completed
PO0847,2026-02-24,PROD045,MCH006,SUP014,489,381,evening,completed
PO0848,2026-02-01,PROD031,MCH005,SUP019,777,688,morning,completed
PO0849,2026-01-15,PROD044,MCH003,SUP001,989,908,night,completed
PO0850,2026-03-26,PROD055,MCH010,SUP017,138,76,evening,completed
PO0851,2026-03-02,PROD076,MCH001,SUP011,120,89,evening,delayed
PO0852,2026-01-13,PROD063,MCH002,SUP007,430,383,evening,delayed
PO0853,2026-03-27,PROD044,MCH003,SUP020,614,597,evening,completed
PO0854,2026-03-05,PROD082,MCH002,SUP018,546,451,morning,completed
PO0855,2026-02-08,PROD074,MCH007,SUP008,371,257,night,completed
PO0856,2026-03-16,PROD013,MCH010,SUP011,834,822,evening,completed
PO0857,2026-03-09,PROD061,MCH007,SUP007,680,662,evening,completed
PO0858,2026-02-08,PROD065,MCH005,SUP014,767,752,night,completed
PO0859,2026-02-21,PROD033,MCH010,SUP017,304,237,evening,completed
PO0860,2026-04-01,PROD067,MCH003,SUP019,119,80,evening,completed
PO0861,2026-03-01,PROD035,MCH009,SUP020,776,761,evening,completed
PO0862,2026-02-16,PROD060,MCH003,SUP008,634,539,morning,completed
PO0863,2026-02-22,PROD041,MCH002,SUP007,964,899,evening,completed
PO0864,2026-03-24,PROD021,MCH005,SUP020,943,859,morning,delayed
PO0865,2026-01-20,PROD025,MCH001,SUP008,344,238,evening,delayed
PO0866,2026-02-25,PROD055,MCH001,SUP007,597,548,morning,completed
PO0867,2026-02-03,PROD036,MCH009,SUP006,239,122,night,completed
PO0868,2026-01-03,PROD008,MCH002,SUP011,839,781,night,completed
PO0869,2026-02-22,PROD047,MCH002,SUP013,987,875,night,completed
PO0870,2026-03-15,PROD095,MCH009,SUP004,341,235,night,completed
PO0871,2026-01-12,PROD031,MCH010,SUP004,608,601,evening,completed
PO0872,2026-02-19,PROD096,MCH004,SUP014,952,906,morning,completed
PO0873,2026-01-28,PROD036,MCH008,SUP014,209,111,evening,completed
PO0874,2026-02-17,PROD090,MCH002,SUP011,602,550,night,delayed
PO0875,2026-02-01,PROD036,MCH003,SUP012,586,553,evening,completed
PO0876,2026-01-03,PROD083,MCH010,SUP002,941,860,night,completed
PO0877,2026-03-27,PROD031,MCH005,SUP018,807,804,evening,completed
PO0878,2026-02-16,PROD088,MCH002,SUP018,754,723,morning,delayed
PO0879,2026-02-20,PROD033,MCH005,SUP003,497,378,morning,completed
PO0880,2026-01-21,PROD057,MCH006,SUP014,315,305,morning,completed
PO0881,2026-03-04,PROD061,MCH007,SUP011,987,877,night,delayed
PO0882,2026-01-13,PROD021,MCH005,SUP017,997,994,morning,completed
PO0883,2026-03-12,PROD095,MCH006,SUP015,530,487,night,completed
PO0884,2026-03-24,PROD083,MCH003,SUP015,880,766,night,completed
PO0885,2026-01-26,PROD081,MCH005,SUP011,103,51,night,completed
PO0886,2026-02-01,PROD067,MCH003,SUP020,213,113,night,delayed
PO0887,2026-02-10,PROD058,MCH008,SUP005,911,911,evening,completed
PO0888,2026-02-11,PROD037,MCH004,SUP003,803,758,evening,completed
PO0889,2026-02-18,PROD074,MCH004,SUP001,286,216,morning,completed
PO0890,2026-01-26,PROD034,MCH003,SUP002,191,130,evening,delayed
PO0891,2026-01-20,PROD012,MCH006,SUP006,714,627,night,completed
PO0892,2026-03-09,PROD056,MCH008,SUP016,114,91,morning,completed
PO0893,2026-01-25,PROD035,MCH005,SUP016,830,736,evening,completed
PO0894,2026-01-27,PROD077,MCH004,SUP010,541,530,night,completed
PO0895,2026-02-22,PROD019,MCH001,SUP010,528,431,evening,completed
PO0896,2026-02-01,PROD048,MCH010,SUP015,732,669,morning,completed
PO0897,2026-02-11,PROD089,MCH007,SUP007,580,477,night,delayed
PO0898,2026-03-18,PROD033,MCH002,SUP004,825,759,night,completed
PO0899,2026-01-31,PROD061,MCH006,SUP020,153,75,night,completed
PO0900,2026-03-06,PROD080,MCH007,SUP010,105,32,evening,completed
PO0901,2026-03-13,PROD006,MCH010,SUP006,235,229,evening,completed
PO0902,2026-02-13,PROD060,MCH003,SUP003,615,558,evening,delayed
PO0903,2026-01-15,PROD041,MCH001,SUP005,245,158,evening,completed
PO0904,2026-02-25,PROD037,MCH005,SUP020,865,791,evening,completed
PO0905,2026-01-22,PROD041,MCH008,SUP005,546,540,night,delayed
PO0906,2026-01-20,PROD007,MCH004,SUP006,154,58,morning,delayed
PO0907,2026-04-01,PROD060,MCH007,SUP004,366,266,evening,completed
PO0908,2026-04-01,PROD072,MCH008,SUP015,552,477,evening,completed
PO0909,2026-01-19,PROD016,MCH006,SUP003,966,938,morning,completed
PO0910,2026-01-22,PROD096,MCH009,SUP009,284,270,night,completed
PO0911,2026-03-09,PROD099,MCH010,SUP006,697,577,evening,completed
PO0912,2026-03-05,PROD087,MCH002,SUP011,352,330,morning,completed
PO0913,2026-01-16,PROD051,MCH006,SUP019,797,764,morning,completed
PO0914,2026-01-11,PROD059,MCH008,SUP015,257,140,night,completed
PO0915,2026-01-01,PROD043,MCH001,SUP020,708,672,evening,completed
PO0916,2026-03-14,PROD017,MCH004,SUP002,849,822,night,completed
PO0917,2026-01-08,PROD096,MCH002,SUP018,430,412,night,delayed
PO0918,2026-02-02,PROD023,MCH004,SUP013,194,125,morning,completed
PO0919,2026-01-21,PROD050,MCH007,SUP010,972,878,night,completed
PO0920,2026-03-04,PROD056,MCH005,SUP020,223,141,morning,completed
PO0921,2026-02-17,PROD066,MCH004,SUP016,781,673,evening,delayed
PO0922,2026-03-14,PROD077,MCH007,SUP003,587,501,evening,completed
PO0923,2026-02-25,PROD081,MCH007,SUP003,728,631,morning,completed
PO0924,2026-01-29,PROD083,MCH003,SUP016,574,540,night,completed
PO0925,2026-02-25,PROD011,MCH008,SUP010,397,336,morning,completed
PO0926,2026-02-08,PROD032,MCH009,SUP014,800,795,evening,completed
PO0927,2026-01-06,PROD066,MCH002,SUP017,664,553,evening,delayed
PO0928,2026-03-26,PROD093,MCH010,SUP009,196,135,evening,completed
PO0929,2026-03-06,PROD003,MCH002,SUP015,699,589,morning,completed
PO0930,2026-01-06,PROD011,MCH007,SUP010,963,893,evening,delayed
PO0931,2026-02-27,PROD080,MCH005,SUP011,875,840,morning,completed
PO0932,2026-03-19,PROD034,MCH002,SUP014,289,179,night,completed
PO0933,2026-01-15,PROD002,MCH003,SUP016,105,50,evening,delayed
PO0934,2026-03-19,PROD093,MCH008,SUP010,989,953,night,completed
PO0935,2026-03-30,PROD087,MCH007,SUP010,807,773,morning,completed
PO0936,2026-01-25,PROD015,MCH001,SUP007,238,119,morning,completed
PO0937,2026-01-19,PROD084,MCH004,SUP014,592,555,night,completed
PO0938,2026-03-01,PROD019,MCH008,SUP014,188,106,morning,completed
PO0939,2026-01-20,PROD095,MCH008,SUP016,270,265,evening,completed
PO0940,2026-03-16,PROD032,MCH004,SUP010,980,917,night,delayed
PO0941,2026-01-02,PROD014,MCH007,SUP014,152,74,evening,completed
PO0942,2026-02-21,PROD063,MCH009,SUP019,137,79,night,delayed
PO0943,2026-01-08,PROD068,MCH001,SUP014,337,308,night,completed
PO0944,2026-02-04,PROD083,MCH007,SUP016,666,554,morning,delayed
PO0945,2026-03-24,PROD045,MCH008,SUP014,737,737,morning,completed
PO0946,2026-01-25,PROD061,MCH006,SUP015,394,366,morning,completed
PO0947,2026-03-29,PROD044,MCH010,SUP015,701,697,morning,completed
PO0948,2026-02-19,PROD054,MCH006,SUP016,840,811,morning,completed
PO0949,2026-01-12,PROD086,MCH008,SUP005,389,357,morning,completed
PO0950,2026-03-04,PROD013,MCH007,SUP016,260,217,evening,completed
PO0951,2026-01-07,PROD003,MCH006,SUP009,314,265,evening,completed
PO0952,2026-03-06,PROD005,MCH002,SUP011,278,263,evening,completed
PO0953,2026-01-16,PROD072,MCH004,SUP016,732,641,evening,completed
PO0954,2026-01-06,PROD099,MCH009,SUP009,903,828,morning,completed
PO0955,2026-02-26,PROD059,MCH002,SUP004,823,709,night,completed
PO0956,2026-01-06,PROD065,MCH002,SUP006,943,894,night,completed
PO0957,2026-02-16,PROD021,MCH005,SUP015,991,897,night,delayed
PO0958,2026-01-13,PROD020,MCH006,SUP011,850,841,morning,completed
PO0959,2026-02-26,PROD054,MCH001,SUP008,968,873,evening,completed
PO0960,2026-01-22,PROD011,MCH005,SUP012,393,337,night,delayed
PO0961,2026-03-27,PROD032,MCH003,SUP017,469,429,evening,completed
PO0962,2026-02-24,PROD053,MCH007,SUP015,241,223,night,completed
PO0963,2026-01-19,PROD099,MCH001,SUP017,130,66,morning,completed
PO0964,2026-02-21,PROD099,MCH003,SUP014,446,366,morning,delayed
PO0965,2026-03-26,PROD083,MCH003,SUP019,877,761,morning,completed
PO0966,2026-03-29,PROD090,MCH009,SUP010,529,460,night,completed
PO0967,2026-02-05,PROD068,MCH010,SUP005,452,333,night,delayed
PO0968,2026-01-27,PROD070,MCH010,SUP020,556,518,night,delayed
PO0969,2026-03-25,PROD052,MCH004,SUP010,814,738,morning,completed
PO0970,2026-02-19,PROD093,MCH003,SUP017,650,572,night,completed
PO0971,2026-03-07,PROD071,MCH005,SUP017,318,209,evening,completed
PO0972,2026-03-11,PROD076,MCH005,SUP008,123,6,evening,delayed
PO0973,2026-01-08,PROD048,MCH005,SUP017,617,511,evening,completed
PO0974,2026-03-25,PROD016,MCH008,SUP010,148,124,night,completed
PO0975,2026-01-31,PROD096,MCH010,SUP019,564,487,night,completed
PO0976,2026-02-06,PROD086,MCH010,SUP005,458,376,night,delayed
PO0977,2026-02-01,PROD014,MCH006,SUP017,632,606,night,completed
PO0978,2026-02-16,PROD059,MCH002,SUP005,942,921,night,delayed
PO0979,2026-01-11,PROD012,MCH001,SUP014,948,880,morning,delayed
PO0980,2026-01-10,PROD048,MCH009,SUP013,319,256,night,delayed
PO0981,2026-03-16,PROD064,MCH007,SUP015,992,905,night,delayed
PO0982,2026-01-21,PROD019,MCH009,SUP005,849,782,evening,delayed
PO0983,2026-03-07,PROD068,MCH002,SUP007,232,202,evening,delayed
PO0984,2026-01-21,PROD072,MCH006,SUP004,133,108,night,delayed
PO0985,2026-02-17,PROD074,MCH005,SUP002,212,107,night,completed
PO0986,2026-02-09,PROD048,MCH005,SUP010,220,147,evening,completed
PO0987,2026-01-19,PROD076,MCH007,SUP002,910,808,evening,completed
PO0988,2026-03-04,PROD001,MCH002,SUP018,320,223,evening,completed
PO0989,2026-02-23,PROD062,MCH010,SUP010,991,876,night,delayed
PO0990,2026-02-18,PROD061,MCH010,SUP005,445,425,morning,delayed
PO0991,2026-03-27,PROD058,MCH003,SUP011,879,816,morning,delayed
PO0992,2026-02-20,PROD044,MCH009,SUP002,496,405,night,delayed
PO0993,2026-03-24,PROD012,MCH003,SUP001,853,768,night,completed
PO0994,2026-01-16,PROD083,MCH009,SUP003,674,636,morning,completed
PO0995,2026-01-25,PROD097,MCH008,SUP017,683,629,morning,completed
PO0996,2026-03-10,PROD024,MCH001,SUP009,774,773,morning,completed
PO0997,2026-03-16,PROD057,MCH002,SUP018,949,919,night,completed
PO0998,2026-01-06,PROD063,MCH001,SUP011,511,466,evening,completed
PO0999,2026-03-09,PROD041,MCH007,SUP009,524,407,morning,completed
PO1000,2026-01-22,PROD037,MCH003,SUP006,201,150,evening,completed
